country,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,family_size,stress_score,anxiety_score,depression_score,stress_category,anxiety_category,depression_category
MY,1,1,7,7,7,4,7,5,1,5,3,2,2,1,20,1,10,1,10,2,1,5,36,33,36,4,4,4
MY,4,5,4,6,5,4,4,5,4,4,3,2,2,2,24,1,10,1,10,1,1,3,31,25,38,3,4,4
IL,5,5,6,5,6,5,7,4,3,3,2,0,1,2,27,1,1,3,60,2,1,2,16,8,17,1,1,2
US,5,6,7,7,6,4,7,4,3,2,2,1,2,1,18,1,12,3,60,2,1,2,35,32,34,4,4,4
ID,3,5,4,6,5,4,6,6,3,4,2,3,2,2,19,1,10,1,10,2,1,2,24,20,31,2,4,4
CA,2,5,6,6,4,6,5,1,3,3,3,1,1,1,41,1,12,1,60,1,2,2,19,11,19,2,2,2
MY,7,7,7,6,7,2,7,1,6,2,3,3,2,2,25,1,6,2,10,2,1,3,11,6,9,0,0,0
MY,3,4,1,6,2,5,5,6,2,7,2,1,2,2,21,1,10,5,70,2,1,5,23,19,23,2,3,3
US,5,6,6,7,6,6,7,5,2,4,2,2,2,1,21,1,7,1,60,2,1,2,31,22,14,3,4,2
MY,5,4,5,3,3,5,5,3,5,5,3,3,2,2,25,1,10,0,10,2,1,3,14,6,9,0,0,0
MY,5,6,5,3,6,3,7,5,2,7,4,2,2,2,28,1,10,1,10,1,1,3,25,8,37,2,1,4
MY,6,6,3,6,6,3,6,4,3,2,3,2,2,1,21,2,10,1,10,2,1,4,25,14,16,2,2,2
US,1,4,7,6,7,5,6,3,5,5,1,1,2,1,14,1,4,1,60,2,1,5,32,23,24,3,4,3
MY,3,1,6,5,5,3,6,2,5,4,4,0,2,2,28,2,10,5,70,1,2,3,11,4,7,0,0,0
MY,5,5,6,4,7,7,6,6,4,1,3,3,2,1,20,2,10,1,10,2,1,3,25,24,28,2,4,4
ID,4,3,2,6,5,5,5,5,2,4,2,2,2,2,20,1,12,1,10,1,1,3,11,6,13,0,0,1
MY,4,4,5,5,5,4,6,3,3,4,3,3,2,2,18,1,10,3,10,2,1,5,22,27,23,2,4,3
MY,5,5,1,7,7,5,7,7,1,3,3,2,2,2,23,1,4,1,10,2,1,6,34,26,31,4,4,4
MY,4,1,7,1,6,2,6,5,6,4,3,3,2,2,31,1,10,1,10,1,2,4,3,4,1,0,0,0
MY,5,4,6,7,5,3,6,4,2,3,3,3,2,2,25,1,10,1,10,1,1,3,24,10,20,2,2,2
MY,5,5,6,2,4,5,6,2,4,2,2,1,2,2,23,1,4,1,10,2,1,7,20,8,7,2,1,0
MY,7,4,5,3,6,1,7,2,6,5,2,1,2,2,23,1,10,1,10,2,1,7,6,5,2,0,0,0
MY,2,2,3,5,4,2,5,5,5,4,3,3,2,2,24,1,10,5,10,1,1,4,31,17,28,3,3,4
MY,5,5,6,5,5,5,6,4,4,5,3,2,2,2,36,1,10,1,10,1,2,4,4,0,1,0,0,0
MY,5,5,6,4,6,5,6,5,5,3,3,3,2,2,32,1,10,1,10,1,1,2,2,2,1,0,0,0
MY,0,0,0,0,0,0,0,0,0,0,3,0,2,2,21,1,10,0,10,2,1,5,19,16,15,2,3,2
MY,2,1,3,7,4,4,4,5,3,2,1,2,2,2,18,1,10,5,70,2,1,2,25,24,32,2,4,4
JP,2,1,6,3,7,3,6,7,5,1,4,3,2,2,35,1,1,4,70,2,2,1,12,1,21,0,0,3
MY,6,6,5,4,7,5,7,4,7,5,3,3,2,1,34,1,10,1,10,1,1,9,23,4,14,2,0,2
MY,2,4,4,4,6,6,5,5,4,4,3,2,2,2,21,1,10,1,10,2,1,2,17,17,41,1,3,4
MY,7,6,6,5,7,5,6,5,5,7,3,2,2,2,24,1,10,1,10,1,1,5,22,14,20,2,2,2
MY,5,5,6,3,6,3,3,2,6,3,3,2,2,2,25,1,10,1,10,1,1,3,5,2,2,0,0,0
US,1,7,1,7,7,7,7,7,1,1,3,1,2,1,32,1,1,1,60,1,3,4,36,38,42,4,4,4
MY,2,4,5,7,6,7,7,6,1,4,3,2,2,1,19,1,10,1,20,2,1,6,30,33,39,3,4,4
SG,2,5,2,4,1,3,6,5,2,4,2,3,2,1,18,1,10,3,10,2,1,6,35,32,42,4,4,4
MY,2,1,6,4,3,7,5,4,4,4,3,1,2,2,24,1,10,1,70,1,1,5,14,8,10,0,1,1
MY,4,5,5,7,5,3,6,4,4,5,3,3,1,2,23,1,10,1,10,1,1,5,15,25,14,1,4,2
MY,4,5,5,7,4,7,5,7,3,3,3,3,2,2,20,2,10,1,10,2,1,2,38,32,33,4,4,4
MY,6,4,7,3,7,2,7,5,6,3,3,2,2,2,26,1,10,1,70,2,1,3,12,7,6,0,0,0
MY,4,6,5,7,6,5,5,3,4,5,4,2,2,1,25,1,10,0,10,2,1,3,25,23,31,2,4,4
MY,5,7,2,6,6,4,5,5,2,4,2,2,2,2,21,1,10,1,10,2,1,5,19,26,13,2,4,1
AU,4,5,5,1,5,5,6,5,5,5,3,2,2,2,27,1,10,1,10,2,1,3,5,2,4,0,0,0
MY,2,6,3,7,6,7,7,0,5,7,3,2,2,2,25,1,10,1,10,1,2,0,36,25,19,4,4,2
MY,4,5,6,7,7,7,7,2,2,1,3,3,2,2,22,1,10,1,10,2,1,5,27,37,35,3,4,4
MY,5,6,4,7,7,2,7,7,2,3,2,2,2,2,20,1,10,3,10,2,1,3,19,26,16,2,4,2
MY,4,5,6,6,4,6,4,5,5,6,3,3,2,2,23,1,10,1,70,1,1,2,35,31,40,4,4,4
MY,3,6,6,5,4,5,5,7,2,4,3,3,2,2,25,1,10,0,10,2,1,3,24,24,16,2,4,2
MY,4,4,6,7,7,6,7,2,4,3,3,3,2,2,22,1,10,1,10,2,1,5,33,32,30,3,4,4
MY,5,1,6,7,4,5,6,2,2,3,2,1,2,2,23,1,10,1,10,1,1,6,24,17,39,2,3,4
MY,6,1,7,1,4,5,7,2,5,1,3,1,2,2,42,2,10,5,10,1,2,8,7,12,4,0,2,0
MY,5,6,5,5,7,5,7,5,4,5,3,2,2,2,21,1,4,1,70,2,0,0,5,3,3,0,0,0
US,2,4,5,3,5,5,5,3,4,2,2,3,1,1,20,1,6,1,60,1,1,2,14,6,6,0,0,0
MY,5,2,3,7,5,2,6,7,3,3,2,3,2,1,20,1,3,1,10,2,1,4,10,15,4,0,3,0
MY,5,6,1,6,5,1,7,4,3,4,3,2,2,2,30,1,10,1,10,1,2,0,19,15,13,2,3,1
MY,4,4,4,7,4,4,4,4,4,4,3,3,2,2,23,1,10,1,10,1,1,4,36,30,41,4,4,4
MY,1,4,7,5,5,5,7,1,5,3,3,3,2,1,23,1,7,1,10,1,1,6,23,21,22,2,4,3
MY,2,2,7,6,7,7,6,2,6,6,4,2,2,2,25,1,10,1,10,1,1,4,27,16,24,3,3,3
MY,5,7,5,7,5,7,5,4,3,6,3,2,2,2,22,1,10,4,10,2,1,0,26,12,11,3,2,1
MY,1,2,7,3,4,1,3,1,4,3,3,3,2,1,28,1,10,1,70,1,1,3,20,12,16,2,2,2
MY,5,4,4,5,6,5,5,5,6,5,4,1,2,2,42,1,10,3,10,1,1,5,12,10,12,0,2,1
MY,5,6,5,6,7,5,4,3,2,4,2,3,1,2,19,1,10,5,10,2,1,2,24,15,16,2,3,2
MY,4,5,6,4,7,5,7,2,6,5,4,2,2,2,24,1,10,5,10,1,1,4,5,1,10,0,0,1
MY,3,1,4,5,5,6,7,2,5,5,3,3,2,2,21,1,10,1,10,2,1,3,7,4,15,0,0,2
MY,1,1,1,7,1,7,1,1,1,1,3,1,1,2,23,1,10,2,10,2,1,3,38,29,40,4,4,4
MY,3,3,3,7,5,6,7,5,3,2,3,1,1,2,24,1,10,1,10,1,1,6,24,16,29,2,3,4
MY,6,6,7,7,7,4,5,7,5,5,3,3,2,1,24,1,10,1,10,2,1,4,38,35,39,4,4,4
MY,5,1,6,7,7,6,7,2,6,4,3,1,2,2,38,1,10,1,70,1,3,5,31,9,18,3,1,2
MY,3,5,6,7,6,7,5,6,6,6,4,1,2,2,24,1,10,1,70,1,1,4,29,29,34,3,4,4
MY,1,5,5,6,4,6,7,5,2,4,2,2,2,2,23,1,7,5,10,2,1,3,34,30,18,4,4,2
TR,7,4,4,5,7,2,6,3,5,2,3,3,1,2,30,1,2,1,60,2,1,3,27,14,36,3,2,4
GB,1,2,2,7,3,7,6,6,2,6,3,2,2,1,49,1,6,1,30,2,2,1,10,8,8,0,1,0
MY,6,4,4,2,6,1,4,4,4,5,2,2,2,2,18,1,10,0,10,2,1,5,11,10,12,0,2,1
MY,6,3,6,2,7,1,7,1,7,3,4,3,1,1,19,1,3,1,10,2,1,2,9,4,5,0,0,0
MY,6,7,5,7,5,4,7,7,4,7,1,3,2,2,16,1,10,0,10,2,1,0,24,9,3,2,1,0
MY,3,6,1,7,7,5,7,1,5,5,4,3,2,1,26,2,10,2,10,1,1,0,10,5,2,0,0,0
MY,3,4,1,3,7,6,4,4,3,5,2,1,2,2,19,1,4,1,10,2,1,5,21,8,30,2,1,4
MY,4,4,4,4,4,6,5,5,4,7,2,1,2,2,23,2,10,2,10,2,1,4,24,11,16,2,2,2
MY,3,5,4,6,1,5,4,5,2,3,2,2,2,2,19,1,10,1,70,2,1,6,27,17,30,3,3,4
US,1,1,3,2,4,7,3,3,7,4,2,3,2,1,22,1,7,1,30,1,1,11,32,11,42,3,2,4
MY,2,4,4,6,5,6,5,7,3,7,2,3,1,1,22,1,10,4,10,2,2,4,22,19,12,2,3,1
MY,4,4,5,7,4,5,3,3,5,5,2,3,2,2,19,1,10,1,10,2,1,4,28,16,37,3,3,4
MY,6,6,6,5,6,1,6,3,3,2,0,2,2,2,33,1,10,1,10,2,3,10,11,5,6,0,0,0
MY,1,2,7,5,7,6,7,3,4,4,3,1,1,2,23,1,4,2,70,2,1,3,1,0,0,0,0,0
IN,2,1,5,1,6,6,6,1,7,2,4,3,2,2,41,1,8,1,10,1,2,3,2,1,0,0,0,0
MY,4,3,5,2,6,4,5,3,5,4,3,1,2,1,23,1,10,1,10,1,1,3,17,15,9,1,3,0
MY,7,6,6,3,5,3,7,1,6,2,0,2,2,2,31,1,10,1,10,1,1,4,15,14,2,1,2,0
MY,5,2,6,6,6,2,6,3,4,5,4,3,2,1,25,1,10,1,10,2,2,5,9,3,7,0,0,0
MY,7,6,6,7,6,2,6,5,1,5,3,2,2,2,22,1,10,1,10,2,1,3,38,27,16,4,4,2
MY,5,5,5,5,5,5,5,5,6,5,3,1,2,2,35,1,10,5,70,1,2,7,14,13,12,0,2,1
MY,1,1,1,1,7,7,7,7,7,7,2,2,1,2,17,1,10,1,10,2,1,2,7,8,4,0,1,0
MY,6,3,6,3,7,5,6,5,3,2,4,3,2,2,21,1,10,1,10,2,1,4,34,20,32,4,4,4
MY,5,6,4,7,6,7,6,7,1,2,3,3,2,1,19,2,10,1,10,2,1,4,35,35,30,4,4,4
MY,6,6,5,2,5,6,6,6,6,3,4,3,1,2,27,1,10,1,10,1,2,3,10,7,5,0,0,0
MY,7,5,6,1,7,1,7,2,7,5,4,2,2,2,30,2,10,1,10,1,2,5,1,0,0,0,0,0
MY,7,4,7,6,7,4,6,7,7,4,4,3,2,1,27,1,4,5,10,2,1,2,21,25,18,2,4,2
MY,5,5,6,5,7,7,6,5,5,5,2,2,1,2,22,1,10,1,10,2,1,4,18,16,17,1,3,2
MY,4,5,4,6,4,6,5,3,5,4,3,2,2,2,27,1,10,1,10,1,1,4,18,15,20,1,3,2
MY,2,1,2,5,5,5,5,5,5,5,2,3,2,2,23,1,7,0,70,1,1,5,13,11,9,0,2,0
MY,4,6,2,7,1,7,5,4,2,4,2,1,2,2,23,2,10,1,10,1,1,4,30,34,28,3,4,4
MY,6,2,6,1,6,5,6,2,7,2,3,3,2,2,56,1,10,1,10,1,2,5,6,4,2,0,0,0
IN,7,7,6,6,7,2,7,1,7,1,4,3,2,2,24,1,8,1,10,2,1,2,15,2,7,1,0,0
IN,6,1,6,6,6,5,7,3,5,1,3,2,1,1,38,1,8,5,10,1,2,4,7,3,3,0,0,0
IN,6,1,7,3,6,4,6,1,3,4,4,2,2,2,42,1,8,0,10,2,2,2,7,4,12,0,0,1
MY,4,3,6,7,5,7,5,6,3,7,2,3,2,2,28,1,10,1,10,2,2,2,29,20,34,3,4,4
PH,6,7,5,7,6,4,2,6,1,3,3,2,2,2,21,1,4,1,10,2,1,2,29,19,28,3,3,4
MY,5,4,5,5,5,5,5,5,4,3,3,1,0,2,26,1,10,0,10,1,1,7,15,13,11,1,2,1
PH,1,5,1,7,6,7,5,7,5,7,2,3,2,2,18,1,4,1,10,2,1,2,25,10,36,2,2,4
FR,2,7,7,4,2,5,4,1,6,3,3,2,1,2,19,1,1,1,60,2,1,2,9,2,0,0,0,0
MY,4,7,6,7,6,7,7,5,4,1,3,1,2,2,23,2,8,1,10,2,1,4,27,17,13,3,3,1
BR,2,1,6,6,7,6,3,1,5,1,3,3,1,2,24,1,1,2,70,1,1,2,25,13,11,2,2,1
MY,5,5,6,5,7,7,6,5,4,4,3,2,1,2,23,1,10,2,10,2,1,2,30,13,26,3,2,3
MY,1,6,4,5,5,7,5,6,3,5,3,1,2,2,29,1,10,1,10,1,1,5,36,19,38,4,3,4
MY,2,4,3,6,4,3,4,7,1,4,1,3,2,2,17,1,4,1,10,2,1,1,35,27,25,4,4,3
IN,2,7,2,6,6,6,6,2,1,1,1,3,2,2,14,1,8,1,10,2,1,1,37,22,39,4,4,4
MY,5,5,6,6,6,5,5,5,5,5,3,1,2,1,24,1,10,3,10,1,1,12,15,12,15,1,2,2
MY,3,1,7,5,6,6,5,1,4,4,3,1,2,2,29,1,10,1,70,1,1,4,27,12,19,3,2,2
MY,6,7,6,6,7,6,2,1,4,7,3,3,2,2,23,2,10,2,10,2,1,3,31,26,35,3,4,4
NONE,2,7,5,7,4,5,5,7,2,6,4,1,2,2,28,1,7,5,10,1,2,5,39,35,40,4,4,4
MY,5,5,6,6,6,1,5,1,4,2,3,1,2,2,24,1,10,1,10,1,1,5,30,23,27,3,4,3
MY,6,1,4,7,7,3,7,7,3,4,3,2,1,2,22,1,10,1,10,2,2,5,29,20,28,3,4,4
MY,5,4,5,7,5,5,7,6,3,4,3,2,2,2,26,1,10,1,70,1,1,3,31,16,17,3,3,2
MY,4,7,7,7,7,1,7,7,1,1,4,2,2,1,29,1,8,3,10,1,1,1,42,18,27,4,3,3
NONE,2,7,6,7,7,2,5,7,2,5,4,1,2,2,28,1,7,5,10,1,2,5,30,24,23,3,4,3
MY,6,5,6,7,6,5,6,7,3,5,3,2,2,2,19,1,10,1,70,2,1,5,37,31,25,4,4,3
MY,4,6,5,7,5,7,7,7,5,7,2,3,2,2,23,1,10,1,70,2,1,4,19,5,31,2,0,4
MY,1,1,5,7,5,7,7,5,5,2,3,3,2,2,20,2,10,1,10,2,1,4,26,27,30,3,4,4
MY,0,0,0,0,0,0,0,0,0,0,3,2,1,1,28,2,10,0,10,1,2,2,10,5,6,0,0,0
MY,4,5,5,7,7,4,7,7,1,3,1,2,2,2,18,1,10,1,10,2,1,9,36,34,26,4,4,3
MY,5,4,6,5,7,4,5,4,6,5,3,3,2,2,23,1,10,2,70,2,1,4,13,12,18,0,2,2
MY,4,2,4,2,5,5,4,5,4,3,2,3,2,2,21,2,10,0,70,2,2,3,11,8,10,0,1,1
MY,5,4,6,7,7,3,7,3,4,6,4,2,2,2,25,1,10,4,10,1,1,4,16,17,5,1,3,0
MY,7,3,5,7,5,7,7,1,7,3,3,1,2,2,28,1,10,4,10,2,2,10,3,1,1,0,0,0
MY,3,4,5,6,3,6,6,3,4,6,3,3,2,2,21,1,10,5,10,2,1,5,22,29,17,2,4,2
MY,6,4,5,5,5,2,5,6,5,5,2,2,2,2,17,1,10,1,10,2,1,5,17,15,9,1,3,0
MY,2,1,4,2,2,4,4,7,5,6,4,3,2,1,30,1,4,2,10,1,1,2,23,5,35,2,0,4
MY,3,6,5,7,5,5,7,7,0,2,3,2,2,2,19,1,10,1,10,2,1,4,32,36,39,3,4,4
MY,4,6,1,7,1,6,5,7,1,6,4,1,2,1,27,1,10,1,10,1,1,3,33,24,28,3,4,4
NONE,6,4,7,5,7,6,7,7,3,4,3,2,1,2,28,1,10,1,10,2,1,4,16,6,6,1,0,0
MY,5,3,5,6,3,4,4,5,3,4,3,1,2,2,24,1,10,5,10,1,1,4,21,9,35,2,1,4
MY,4,4,5,3,4,6,5,2,5,5,2,1,2,2,20,1,10,5,10,0,0,4,9,4,31,0,0,4
US,5,2,5,5,6,5,7,5,5,2,1,3,3,1,17,1,7,5,60,2,1,2,18,12,17,1,2,2
GB,1,5,3,5,6,7,3,5,5,3,2,2,2,1,14,1,2,4,60,2,1,3,23,22,34,2,4,4
MY,5,1,7,6,4,5,7,5,3,7,2,3,2,2,18,1,10,1,10,2,1,1,23,31,16,2,4,2
US,2,3,6,2,6,7,5,5,5,7,3,2,2,1,34,1,2,1,60,2,2,3,8,0,4,0,0,0
GB,5,5,6,6,5,2,5,1,4,1,1,3,1,1,13,2,8,1,10,2,1,2,20,14,12,2,2,1
GB,4,4,5,6,6,3,7,2,4,1,1,3,1,1,13,2,8,1,10,2,1,2,20,10,14,2,2,2
US,3,5,4,5,3,6,2,7,2,7,1,2,1,1,18,1,4,1,60,2,1,5,24,31,28,2,4,4
US,2,6,6,6,5,5,4,3,4,2,2,3,2,1,18,1,7,2,60,2,1,1,24,5,17,2,0,2
MY,4,5,6,5,3,7,7,5,3,3,3,1,2,2,23,1,6,1,10,2,1,3,27,24,33,3,4,4
PL,5,3,4,1,7,4,5,6,5,1,2,3,2,2,21,1,2,2,60,2,1,2,8,2,10,0,0,1
GB,1,5,5,5,6,7,3,5,4,3,1,2,2,1,14,1,2,4,60,2,1,3,19,14,35,2,2,4
NONE,5,4,5,2,7,5,7,3,5,1,3,1,2,1,37,1,4,1,60,1,2,2,10,2,6,0,0,0
CA,6,5,7,5,6,4,5,2,5,5,2,2,2,1,20,1,4,1,60,2,1,1,7,3,5,0,0,0
CA,2,4,5,6,3,6,2,3,4,3,2,1,1,1,18,1,7,1,60,2,1,2,21,23,35,2,4,4
GB,2,5,6,3,5,6,2,3,4,4,1,2,1,1,14,1,7,1,10,2,1,2,15,14,6,1,2,0
GB,6,5,5,5,7,5,6,6,6,2,3,2,2,1,24,1,12,1,60,1,1,4,8,3,5,0,0,0
MY,6,3,7,2,7,1,6,1,6,2,4,2,2,1,25,1,10,1,10,1,1,4,6,3,1,0,0,0
MY,5,6,6,3,6,1,3,5,5,5,4,3,2,1,26,1,10,1,70,1,2,3,19,9,17,2,1,2
MY,4,5,4,0,4,5,6,3,2,6,2,3,2,2,22,1,10,5,10,1,1,3,31,32,31,3,4,4
MY,5,4,6,6,6,7,7,1,4,2,3,2,2,2,28,1,10,2,70,2,2,5,9,11,7,0,2,0
US,6,3,7,3,7,6,7,1,7,2,3,1,1,1,25,1,0,1,60,2,1,2,15,24,42,1,4,4
MY,3,4,4,7,4,6,2,2,2,5,2,3,2,1,21,1,10,1,10,2,1,2,28,18,36,3,3,4
MY,7,1,7,6,7,6,4,1,7,5,2,1,2,2,22,1,10,0,10,2,1,3,14,14,2,0,2,0
US,2,6,6,6,4,7,2,2,3,5,3,3,1,1,28,1,1,1,60,2,1,2,16,12,31,1,2,4
MY,5,3,5,5,5,5,6,5,3,3,3,3,2,2,27,1,10,4,10,1,2,2,12,9,13,0,1,1
MY,5,6,4,7,4,6,6,7,4,7,2,1,2,1,19,2,10,2,70,2,1,4,22,22,17,2,4,2
MY,6,1,7,3,7,6,7,1,7,2,4,2,2,2,29,1,10,3,10,1,1,5,1,7,0,0,0,0
US,2,1,2,6,5,6,5,6,4,1,1,1,2,1,14,1,2,3,60,2,1,1,13,13,22,0,2,3
PH,5,6,2,2,6,2,3,5,4,1,3,3,1,2,30,1,4,1,10,1,1,2,19,4,15,2,0,2
US,5,1,7,5,6,6,6,1,6,4,2,1,1,1,55,1,7,1,60,1,2,6,31,10,32,3,2,4
MY,5,4,3,4,5,4,5,5,5,3,4,3,1,2,23,1,10,1,10,2,1,2,18,19,11,1,3,1
PH,6,4,6,7,6,7,6,5,3,3,1,3,2,2,15,1,4,1,10,2,1,3,30,24,27,3,4,3
MY,6,6,6,6,6,5,6,4,3,2,4,1,2,2,25,1,10,1,10,1,1,8,20,19,18,2,3,2
MY,3,3,3,5,3,5,5,5,6,5,3,0,2,2,18,2,10,5,10,2,1,6,20,16,19,2,3,2
US,5,7,1,6,3,5,2,5,1,3,4,2,2,1,67,1,6,1,60,1,3,2,16,1,16,1,0,2
IN,3,5,7,4,5,7,7,1,3,6,4,3,2,1,26,1,8,1,10,1,1,2,19,13,14,2,2,2
MY,2,4,5,7,4,6,5,4,1,5,3,3,2,2,25,1,10,1,10,1,1,5,38,29,36,4,4,4
MY,4,1,6,6,6,5,7,2,6,7,4,3,2,2,34,1,10,2,10,1,2,2,20,7,10,2,0,1
MY,5,6,6,5,4,3,5,6,2,3,4,3,2,2,27,1,10,1,10,1,2,5,20,14,22,2,2,3
MY,5,6,6,6,6,6,6,6,6,5,3,2,2,1,26,1,10,3,70,1,1,5,20,10,28,2,2,4
MY,4,4,7,7,1,7,1,4,1,1,3,1,2,2,21,1,10,5,10,2,1,4,33,17,20,3,3,2
MY,2,4,5,5,6,6,6,5,4,4,4,2,2,2,23,1,10,5,10,2,2,3,19,12,30,2,2,4
MY,4,2,2,6,5,4,5,5,3,1,3,3,2,2,26,2,10,1,10,1,1,5,20,24,21,2,4,3
MY,6,2,4,5,6,7,6,6,6,3,3,1,2,1,21,1,10,1,10,2,1,6,22,11,19,2,2,2
MY,4,4,5,6,7,5,7,3,7,7,2,2,2,2,16,1,10,2,10,2,1,4,26,30,31,3,4,4
CA,1,5,4,5,5,7,7,4,3,1,1,3,3,1,17,1,12,4,60,2,1,1,17,10,38,1,2,4
MY,3,3,7,5,5,2,2,5,2,5,2,3,2,1,19,1,10,5,10,2,1,1,8,4,7,0,0,0
MY,6,7,7,6,6,6,6,6,3,5,3,3,2,2,23,1,10,2,10,2,1,3,12,3,7,0,0,0
MY,1,3,6,6,4,7,7,2,4,6,3,1,2,2,22,1,10,1,10,2,1,0,25,18,20,2,3,2
MY,7,3,7,1,5,7,7,7,7,2,2,3,2,1,16,1,10,0,70,2,1,6,31,32,42,3,4,4
MY,4,5,4,4,5,5,5,0,4,5,2,2,1,2,28,2,10,0,70,2,1,7,4,1,9,0,0,0
SG,3,5,5,5,7,7,5,5,5,2,3,3,2,1,22,1,1,2,10,2,1,2,10,10,10,0,2,1
MY,5,5,3,6,4,2,6,6,4,2,2,3,0,2,18,1,10,1,10,2,1,2,27,23,21,3,4,3
MY,5,5,6,6,7,5,4,5,4,5,2,3,2,2,17,1,10,4,10,2,1,4,33,15,15,3,3,2
MY,3,3,5,6,6,6,5,5,2,5,4,2,1,2,26,1,10,2,10,2,1,2,17,14,19,1,2,2
US,3,5,5,7,6,5,5,2,5,2,1,2,2,1,15,1,4,5,10,2,1,3,24,21,22,2,4,3
MY,3,6,2,6,6,2,4,7,3,5,2,1,2,2,22,1,10,1,10,1,1,2,25,18,30,2,3,4
MY,6,1,7,7,6,7,7,3,2,6,2,1,2,2,21,1,10,5,10,2,1,0,16,16,19,1,3,2
MY,5,4,1,7,4,4,5,6,3,7,2,2,2,2,18,1,10,4,10,2,1,2,20,9,31,2,1,4
MY,4,4,5,5,6,7,6,6,3,4,2,2,2,2,20,1,10,0,70,2,1,5,12,2,11,0,0,1
MY,6,5,7,7,6,6,6,5,2,4,2,1,2,1,18,1,10,5,10,2,1,2,27,20,34,3,4,4
MY,5,7,7,7,7,7,6,4,6,3,4,1,1,2,24,1,10,1,10,1,1,7,31,22,33,3,4,4
MY,1,3,1,3,1,6,5,7,5,7,2,1,2,2,20,1,10,1,10,2,1,3,30,23,40,3,4,4
US,2,2,5,6,6,7,5,4,3,2,2,2,1,1,18,1,2,1,60,2,1,1,8,11,6,0,2,0
MY,7,7,1,7,1,1,1,7,1,7,4,1,2,2,28,1,10,1,10,1,2,4,42,42,42,4,4,4
MY,3,3,4,1,5,2,1,2,7,6,3,2,2,2,20,1,10,1,10,2,1,9,1,2,1,0,0,0
MY,6,3,3,6,6,3,6,5,6,5,2,2,2,2,18,1,10,1,10,2,1,2,19,21,13,2,4,1
MY,3,7,6,7,7,1,7,5,5,1,2,2,2,1,18,1,10,4,10,2,1,2,31,22,22,3,4,3
MY,5,7,4,7,7,3,7,3,6,1,2,2,2,1,18,1,10,4,10,2,1,2,31,24,21,3,4,3
MY,4,5,3,7,2,7,5,3,3,4,3,2,2,2,20,2,10,1,10,2,1,3,39,28,39,4,4,4
MY,3,7,2,6,4,6,5,6,3,6,3,2,1,2,23,2,10,4,10,1,1,6,28,31,22,3,4,3
MY,4,4,6,5,7,6,4,6,4,5,2,1,2,2,21,1,10,2,10,2,1,5,23,24,28,2,4,4
MY,7,4,5,7,6,3,7,7,1,4,1,3,2,2,15,1,10,1,10,2,1,1,39,34,38,4,4,4
MY,5,3,6,4,6,7,6,2,6,4,3,3,2,1,25,1,10,1,10,1,1,5,8,8,5,0,1,0
MY,4,1,5,7,4,7,6,1,2,3,3,1,2,1,32,1,4,1,10,2,1,2,30,36,29,3,4,4
DK,5,2,6,3,6,7,6,5,4,3,1,2,2,2,15,1,10,1,70,2,1,5,22,18,22,2,3,3
MY,5,6,7,7,4,6,7,7,3,3,3,3,2,1,22,1,10,2,10,2,1,2,33,16,21,3,3,3
ID,2,7,2,4,7,4,4,7,4,2,3,3,2,2,18,1,1,1,10,2,1,3,34,35,41,4,4,4
MY,6,7,5,7,4,7,5,7,7,7,3,3,2,1,22,1,10,2,10,2,1,2,42,36,42,4,4,4
MY,5,4,4,5,5,1,1,1,4,1,4,2,2,1,33,1,10,5,10,1,2,3,16,13,9,1,2,0
DK,6,2,5,7,2,4,6,3,2,2,1,3,2,2,16,1,6,2,60,2,1,2,30,22,30,3,4,4
MY,3,4,0,7,0,0,0,0,2,0,3,3,2,2,24,1,4,0,70,2,1,0,30,19,40,3,3,4
US,6,4,7,5,7,4,6,1,7,2,2,3,2,2,17,1,2,1,60,2,1,2,7,7,1,0,0,0
MY,6,7,5,2,6,4,7,7,2,5,2,3,2,1,21,2,10,1,10,2,1,5,29,17,36,3,3,4
GB,7,5,5,5,6,2,6,4,3,2,3,2,2,1,20,2,2,1,60,2,1,2,15,3,16,1,0,2
MY,2,7,5,7,4,7,6,6,2,4,3,2,2,2,21,1,10,1,10,2,1,7,29,21,41,3,4,4
MY,7,6,2,7,5,1,5,7,3,7,2,1,2,2,18,1,10,1,10,2,1,3,39,32,23,4,4,3
MY,6,6,1,5,5,5,7,7,1,3,2,3,2,2,18,2,10,1,10,2,1,3,26,13,36,3,2,4
MY,4,5,5,7,2,3,7,7,3,4,2,2,2,2,17,1,10,1,10,2,1,4,29,26,24,3,4,3
MY,4,2,3,7,6,6,7,5,6,7,2,1,2,2,18,1,4,0,70,2,1,4,35,21,32,4,4,4
NZ,3,1,7,5,6,6,2,5,5,2,2,3,2,2,18,1,10,0,10,2,1,3,18,16,19,1,3,2
MY,2,5,5,5,4,7,3,3,3,4,4,2,2,2,23,1,10,2,10,2,1,4,11,10,18,0,2,2
US,2,5,6,5,6,6,4,2,4,2,3,3,1,1,75,1,6,1,60,1,2,1,18,2,12,1,0,1
MY,4,5,5,7,6,2,4,6,5,7,2,3,2,1,20,1,10,0,70,2,1,5,30,21,36,3,4,4
MY,1,4,5,6,5,7,7,4,3,4,3,3,2,2,24,1,4,1,10,2,1,5,17,22,31,1,4,4
