country,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,family_size,stress_score,anxiety_score,depression_score,stress_category,anxiety_category,depression_category
AU,5,4,3,2,7,2,5,7,2,1,1,3,2,1,15,1,2,2,60,2,1,1,17,8,39,1,1,4
PH,2,5,0,5,3,5,5,3,2,4,2,3,2,2,16,1,2,2,10,2,1,1,16,18,15,1,3,2
GB,2,3,4,5,3,7,3,4,2,7,2,3,1,1,17,1,1,2,60,2,1,4,23,16,37,2,3,4
RO,5,5,4,6,4,2,1,1,1,2,4,2,1,2,35,1,7,1,60,1,2,2,16,5,19,1,0,2
IN,1,2,6,7,2,7,7,5,2,3,2,3,2,2,18,1,8,1,10,0,1,2,21,9,17,2,1,2
US,3,1,7,1,5,7,7,1,7,2,2,1,2,1,18,2,1,1,60,2,2,8,1,0,0,0,0,0
US,6,2,5,7,7,3,7,3,1,2,4,3,1,2,22,1,8,1,10,2,1,2,8,9,30,0,1,4
US,2,3,5,3,6,7,7,4,5,2,3,3,2,2,25,1,2,1,70,2,1,2,8,3,12,0,0,1
US,1,2,3,7,3,7,6,5,2,3,1,1,2,1,27,1,7,1,60,2,2,6,26,23,28,3,4,4
US,4,1,6,5,7,4,6,2,4,2,3,2,1,1,55,2,4,1,60,1,3,4,12,4,10,0,0,1
US,3,2,1,1,5,6,1,7,2,7,1,3,1,1,17,1,12,2,70,2,1,4,28,29,41,3,4,4
US,5,4,3,6,6,6,0,7,2,1,2,2,1,1,16,1,2,5,60,2,1,2,36,19,38,4,3,4
CA,2,1,5,6,5,7,5,5,4,7,2,2,2,2,55,1,1,1,60,2,3,3,25,21,42,2,4,4
US,7,5,5,6,7,3,5,5,6,3,2,1,1,1,28,1,7,1,60,2,3,9,35,5,18,4,0,2
US,3,2,3,1,5,7,6,5,4,3,2,2,1,1,19,1,1,1,10,1,1,2,13,14,3,0,2,0
PL,6,6,1,5,6,5,3,3,1,2,1,3,1,2,19,1,2,1,60,2,1,1,16,24,34,1,4,4
AU,5,1,6,6,6,3,6,4,3,2,3,3,2,2,40,1,3,1,10,2,1,3,12,7,14,0,0,2
FI,1,6,1,6,5,6,2,6,1,6,1,1,2,2,17,1,1,1,60,2,1,2,26,22,29,3,4,4
US,1,5,6,6,2,6,2,1,3,4,3,2,1,1,20,1,4,1,60,1,1,1,21,11,16,2,2,2
RO,2,7,6,7,1,4,5,4,4,1,2,1,2,2,46,1,7,1,60,1,2,2,22,17,11,2,3,1
ES,2,6,4,7,3,5,6,2,1,2,2,2,1,2,23,1,2,1,60,2,1,1,27,15,33,3,3,4
DE,1,6,5,6,6,7,3,5,5,2,2,2,1,2,21,1,2,1,60,2,1,2,36,37,42,4,4,4
ID,6,6,5,6,7,5,7,3,2,1,2,3,2,2,21,1,10,1,10,1,1,3,13,7,7,0,0,0
DE,1,2,1,7,1,7,6,5,2,6,2,2,2,2,18,1,4,4,60,2,1,2,18,23,35,1,4,4
US,2,4,3,2,3,4,3,5,6,7,2,2,2,2,44,2,6,4,40,1,1,3,19,16,22,2,3,3
US,5,5,6,3,6,4,2,3,5,2,2,3,2,1,18,1,0,1,60,1,1,4,6,7,4,0,0,0
US,5,3,5,5,2,6,6,6,4,2,1,3,2,1,15,1,9,3,70,2,1,3,39,34,23,4,4,3
SG,4,5,6,7,5,6,6,4,4,5,2,3,2,2,21,1,10,1,10,2,1,5,34,20,29,4,4,4
DE,5,5,3,5,4,5,4,6,3,4,2,2,2,2,17,2,2,2,60,2,1,4,15,13,35,1,2,4
US,3,4,5,1,6,5,4,5,7,2,4,1,1,1,53,1,12,1,60,1,2,3,3,1,4,0,0,0
PH,3,4,3,6,5,2,6,6,4,5,3,2,2,2,19,1,7,1,10,2,1,3,13,10,8,0,2,0
ID,5,7,6,6,5,5,7,1,3,2,3,2,1,2,22,2,10,1,10,1,1,3,20,22,9,2,4,0
ID,1,1,6,7,4,6,7,6,2,3,2,3,2,1,20,1,10,1,70,1,1,4,30,23,26,3,4,3
ID,5,7,7,7,6,4,4,4,3,2,3,2,2,2,21,1,10,1,60,2,1,2,39,36,41,4,4,4
ES,3,3,7,5,7,7,7,1,5,1,4,3,2,2,35,1,2,2,60,1,1,2,11,2,3,0,0,0
AU,5,5,5,5,6,5,3,5,2,2,4,2,2,1,50,1,1,1,60,1,1,3,13,11,14,0,2,2
PH,3,5,3,6,6,2,6,6,4,5,3,2,2,2,19,1,7,1,10,2,1,3,22,19,17,2,3,2
ID,6,4,4,6,6,3,6,7,3,4,2,3,2,2,20,1,10,1,10,1,1,3,22,13,14,2,2,2
GB,1,7,1,7,1,5,6,2,1,1,2,2,2,1,21,1,6,1,60,0,1,2,28,15,16,3,3,2
US,1,2,3,2,4,7,3,6,7,5,2,2,1,1,16,1,7,1,30,2,1,4,18,18,21,1,3,3
US,7,2,6,3,6,1,7,5,5,2,3,2,2,1,47,1,1,1,60,1,2,2,5,3,0,0,0,0
IE,2,5,4,7,2,6,5,4,3,3,3,1,2,1,25,1,4,1,60,1,1,4,21,18,22,2,3,3
PT,4,3,6,6,6,7,6,1,5,5,3,2,1,2,25,1,12,2,60,1,1,2,23,18,34,2,3,4
BR,1,5,3,7,6,7,5,4,2,2,1,1,2,2,17,1,0,0,70,2,1,1,39,31,39,4,4,4
GR,3,2,5,1,5,5,5,5,6,2,2,3,1,2,20,1,0,1,60,2,1,3,3,1,3,0,0,0
GR,5,7,3,7,2,7,6,4,1,2,2,3,1,2,19,1,2,1,60,2,1,2,28,16,35,3,3,4
US,3,5,5,7,5,7,6,6,2,6,2,1,2,1,48,1,7,1,60,1,2,3,34,20,29,4,4,4
SG,2,6,2,7,6,4,5,6,2,3,2,3,2,1,17,2,4,4,70,2,1,4,21,16,22,2,3,3
RO,4,5,6,5,6,7,7,5,6,3,2,1,1,2,31,1,2,1,60,2,1,2,25,14,21,2,2,3
IN,5,5,5,4,5,3,6,5,4,4,4,3,1,1,28,2,1,1,10,2,1,2,16,10,24,1,2,3
RO,5,4,1,2,4,5,6,6,3,5,2,3,2,2,20,1,7,1,60,2,1,1,18,10,8,1,2,0
PH,4,4,3,5,7,6,4,7,6,5,2,3,1,2,17,2,4,0,10,2,1,1,15,8,29,1,1,4
US,2,4,3,7,3,5,6,1,1,1,2,2,2,1,16,1,4,1,50,2,1,1,26,21,7,3,4,0
US,1,7,5,2,4,7,4,3,1,1,1,3,1,1,16,1,2,2,60,2,1,3,22,23,39,2,4,4
CA,7,4,5,3,6,5,7,5,5,5,1,2,1,1,15,1,1,1,60,0,1,1,5,1,13,0,0,1
CA,2,5,6,3,5,6,4,3,4,4,2,2,2,1,19,1,7,1,60,2,1,4,9,10,14,0,2,2
CA,3,4,3,3,4,5,3,5,4,4,2,2,1,1,18,1,7,1,60,2,1,4,12,7,15,0,0,2
US,6,4,7,7,6,5,7,4,5,3,2,1,2,1,16,2,7,1,60,2,1,3,30,21,28,3,4,4
US,1,5,7,1,5,6,2,3,7,3,4,1,1,2,43,1,2,1,60,2,2,2,1,0,6,0,0,0
US,2,5,6,7,4,7,5,5,3,4,1,3,2,1,14,1,2,4,50,2,1,4,24,17,37,2,3,4
US,7,5,1,7,7,7,7,1,1,1,2,3,1,1,16,1,1,3,60,2,1,2,42,42,41,4,4,4
US,3,5,6,5,6,5,7,2,6,2,1,0,1,1,14,1,6,1,60,2,1,3,30,21,11,3,4,1
HU,2,5,6,1,7,6,3,4,6,1,4,2,1,2,38,2,4,1,60,1,1,3,13,7,23,0,0,3
AU,5,3,2,7,5,3,5,6,3,3,3,2,2,1,23,1,12,2,60,2,1,2,30,29,24,3,4,3
ID,4,7,6,2,4,6,4,6,6,4,3,3,1,2,22,1,10,1,10,1,1,3,4,2,18,0,0,2
IN,4,5,7,7,4,6,4,1,5,2,4,2,2,2,40,1,8,1,10,1,2,2,14,3,3,0,0,0
US,3,5,5,6,0,5,0,7,3,4,2,3,2,1,18,1,2,2,60,2,1,2,24,17,16,2,3,2
US,7,1,1,7,7,5,7,1,1,1,2,3,1,1,16,1,1,3,60,2,1,2,42,42,42,4,4,4
GB,2,2,4,4,4,7,6,6,6,4,4,3,2,1,38,1,12,1,60,2,1,1,21,19,26,2,3,3
US,2,2,7,5,3,7,7,1,3,1,2,3,2,1,50,2,4,1,60,2,2,3,17,9,11,1,1,1
DE,1,5,4,6,5,7,3,3,2,5,1,2,2,2,16,1,4,3,60,2,1,1,20,20,20,2,4,2
IE,1,6,5,7,1,7,1,7,1,2,2,1,1,2,14,1,12,2,70,2,1,4,40,34,41,4,4,4
BR,6,5,5,6,5,3,6,7,1,3,2,3,2,2,20,1,1,1,60,1,1,2,27,18,28,3,3,4
US,5,2,6,6,3,4,6,4,4,3,1,1,1,1,18,1,12,3,60,2,1,2,21,13,36,2,2,4
US,4,3,2,5,6,6,7,4,4,6,1,1,2,1,16,1,4,1,70,2,1,4,27,21,20,3,4,2
US,1,6,7,6,5,5,4,1,3,4,4,3,2,1,29,3,2,1,60,1,2,2,29,15,26,3,3,3
US,1,2,3,3,7,6,7,6,2,5,3,2,1,1,58,1,2,1,60,2,2,2,18,14,23,1,2,3
AT,2,5,6,7,2,6,6,2,1,1,2,3,2,2,19,2,4,2,60,2,1,2,25,34,17,2,4,2
US,5,2,3,6,6,2,7,6,2,1,2,2,3,1,18,1,2,4,60,2,1,3,23,9,19,2,1,2
CA,4,5,6,3,6,1,5,6,2,4,2,3,2,1,43,1,12,1,60,1,3,2,11,1,9,0,0,0
US,2,5,7,7,4,7,6,1,4,1,3,2,2,1,28,3,12,3,60,1,1,2,28,26,16,3,4,2
US,2,6,7,2,6,6,1,1,7,4,3,2,2,1,36,1,2,2,60,1,3,2,4,3,11,0,0,1
US,3,7,7,7,7,7,7,7,3,1,2,1,2,1,17,1,7,4,70,2,1,4,9,22,16,0,4,2
US,1,5,3,5,6,7,2,3,2,4,2,2,1,1,36,1,6,1,60,1,2,3,27,11,32,3,2,4
AU,2,5,5,5,4,3,2,6,2,6,2,3,2,1,18,2,2,3,60,1,1,2,28,20,40,3,4,4
MY,5,5,4,6,3,5,5,3,2,6,2,3,2,2,17,1,10,1,10,2,1,5,27,25,28,3,4,4
US,5,5,3,4,6,5,6,6,5,2,3,2,1,2,25,1,2,1,70,2,1,2,15,11,14,1,2,2
US,5,5,6,7,5,6,5,5,4,3,2,1,2,1,16,1,6,1,60,2,1,1,30,30,30,3,4,4
US,4,5,3,6,4,4,4,5,5,5,4,2,1,1,32,1,5,1,60,1,2,3,12,5,18,0,0,2
GB,7,2,6,6,6,1,7,5,3,2,4,2,2,1,35,1,4,1,60,1,2,2,17,6,7,1,0,0
CA,2,6,6,4,3,5,5,6,4,5,2,3,1,1,18,1,12,1,60,2,1,2,14,11,10,0,2,1
CA,5,6,4,7,5,5,5,4,2,6,2,3,2,1,17,1,2,1,60,2,1,1,37,31,25,4,4,3
GB,6,6,6,5,5,7,6,1,6,2,2,3,2,1,27,1,2,5,60,2,2,2,15,8,3,1,1,0
UA,6,5,6,4,5,6,2,4,5,3,3,3,1,2,23,1,2,1,70,2,1,1,11,5,34,0,0,4
GB,3,1,3,2,7,5,6,7,1,2,2,2,1,1,17,1,1,3,60,2,1,2,19,24,42,2,4,4
NONE,5,2,6,2,6,5,5,2,7,2,2,2,1,1,68,1,12,1,60,1,3,5,3,2,0,0,0,0
US,4,3,4,2,6,3,5,5,5,2,3,2,3,1,22,1,1,3,60,1,1,3,3,1,17,0,0,2
US,7,4,6,2,6,1,5,5,5,2,3,2,1,1,23,1,4,1,60,1,1,3,4,3,12,0,0,1
US,2,6,5,5,5,3,6,6,4,5,2,2,2,1,21,1,4,1,10,1,1,2,23,6,22,2,0,3
MY,2,2,3,5,6,6,5,5,5,2,1,2,2,2,17,1,10,1,10,2,1,3,4,5,5,0,0,0
US,1,6,3,7,5,7,5,5,2,3,2,1,2,1,22,1,2,2,60,2,2,2,34,17,32,4,3,4
PL,4,5,5,5,7,4,3,5,4,1,3,3,1,2,42,1,4,1,60,1,2,2,19,17,22,2,3,3
AU,3,5,3,5,7,5,6,5,4,2,4,3,2,2,35,1,4,1,10,2,2,3,14,7,6,0,0,0
KR,4,7,3,6,5,6,6,4,3,5,4,3,1,2,22,1,2,1,10,2,1,2,36,30,28,4,4,4
IT,2,6,6,7,6,4,5,4,3,4,1,3,2,2,17,1,2,1,60,2,1,2,27,24,21,3,4,3
AU,1,4,6,7,3,7,7,7,1,1,1,2,2,1,14,1,3,1,40,2,1,2,35,36,36,4,4,4
PH,2,2,1,5,7,6,7,6,6,1,2,3,1,2,24,1,10,1,10,2,1,4,4,6,10,0,0,1
US,1,7,6,7,7,5,4,7,2,3,2,3,2,2,19,1,1,5,10,2,1,1,41,42,41,4,4,4
HU,4,1,7,0,6,7,7,1,6,1,2,0,2,2,48,1,4,0,60,2,2,1,29,23,29,3,4,4
US,2,5,4,7,6,3,7,2,1,4,2,2,2,1,49,1,2,2,70,1,2,3,33,10,13,3,2,1
MX,1,1,5,7,5,7,1,5,5,7,2,1,2,2,39,1,2,2,70,2,1,4,7,2,28,0,0,4
DE,5,3,1,5,3,6,1,7,7,5,2,3,2,2,16,3,12,2,60,2,1,2,14,12,28,0,2,4
AU,5,6,6,6,7,5,6,5,2,1,2,2,2,1,20,1,6,1,60,1,1,3,18,6,15,1,0,2
CA,2,1,7,5,7,6,6,1,7,1,3,2,1,1,43,1,7,0,60,1,2,3,6,1,5,0,0,0
US,4,3,4,5,4,4,4,5,3,4,2,1,2,1,30,1,12,5,10,1,2,2,27,15,14,3,3,2
AU,6,5,5,6,6,5,7,4,5,3,4,1,2,1,49,1,6,1,60,1,2,2,8,7,18,0,0,2
AU,1,5,1,7,2,5,5,7,3,4,2,1,2,1,18,1,2,2,60,2,1,3,31,29,32,3,4,4
AU,2,1,1,6,3,7,0,7,1,3,2,3,2,1,21,1,7,1,30,2,1,2,24,25,34,2,4,4
AU,6,6,1,2,7,4,2,7,1,1,3,2,1,1,29,1,2,3,70,1,1,1,10,4,37,0,0,4
AU,5,5,6,5,6,5,6,5,7,4,2,2,2,1,47,1,12,1,60,1,2,3,6,8,5,0,1,0
CA,1,6,6,5,6,7,6,4,4,4,3,3,1,2,21,1,8,1,10,2,1,2,6,11,24,0,2,3
US,6,1,5,3,7,2,7,5,6,3,3,3,2,1,51,3,10,1,60,1,3,3,23,15,33,2,3,4
GR,3,3,4,5,7,6,6,4,5,1,2,3,1,2,20,1,2,1,60,1,1,2,11,7,2,0,0,0
US,3,5,3,5,5,5,5,5,2,2,2,2,1,1,55,1,12,1,60,1,2,4,29,8,34,3,1,4
US,2,5,6,5,4,5,6,5,4,3,1,2,2,1,18,1,2,4,60,2,1,3,9,14,21,0,2,3
BR,1,5,1,7,5,7,5,7,3,4,2,3,1,2,20,2,2,1,60,2,1,2,33,28,39,3,4,4
US,2,1,2,5,6,7,6,7,4,2,2,2,2,1,16,1,4,1,70,2,1,3,10,6,7,0,0,0
SG,1,2,3,5,4,7,6,5,3,4,1,3,2,1,15,1,4,1,10,2,1,3,29,15,11,3,3,1
AU,3,5,3,6,4,4,5,3,2,3,2,2,1,1,17,1,2,2,60,2,1,1,22,21,20,2,4,2
GR,2,7,7,2,5,7,3,5,3,3,2,2,2,2,18,1,1,1,70,2,1,2,14,4,29,0,0,4
ID,1,3,4,7,2,7,5,6,2,5,3,3,2,2,22,1,3,1,10,1,1,3,39,26,42,4,4,4
CA,7,7,7,7,7,7,7,1,1,1,1,3,2,1,23,3,7,1,60,0,1,1,42,42,42,4,4,4
KW,6,5,7,3,7,7,7,5,7,6,3,3,0,2,22,1,10,1,20,2,1,9,1,0,11,0,0,1
GB,1,4,1,7,4,7,6,7,1,4,2,1,1,1,50,2,4,1,60,1,1,2,42,36,42,4,4,4
US,1,5,5,5,5,7,5,5,3,2,3,1,1,1,37,1,2,1,60,2,2,1,11,10,10,0,2,1
MY,7,6,2,6,6,6,4,6,3,1,1,1,1,2,15,1,4,1,10,2,1,3,15,16,16,1,3,2
US,5,5,6,5,5,2,5,2,5,2,4,1,2,2,54,1,9,1,70,1,2,8,18,0,5,1,0,0
US,1,3,0,5,5,6,7,3,6,1,2,2,1,1,19,1,7,1,60,2,1,2,7,2,5,0,0,0
GB,1,1,5,3,7,7,4,6,5,2,2,3,2,1,53,2,1,1,60,2,1,2,17,0,29,1,0,4
US,5,5,3,6,3,5,7,7,2,2,1,3,2,1,38,1,6,1,60,2,2,4,24,17,32,2,3,4
US,4,5,3,5,6,7,7,5,4,1,3,2,1,1,62,1,6,2,70,1,3,2,35,18,21,4,3,3
US,6,2,7,2,7,3,5,1,6,7,4,2,1,1,61,1,7,1,60,1,3,5,9,2,6,0,0,0
US,6,4,6,5,7,3,7,4,5,2,1,2,2,2,15,1,4,1,10,2,1,1,8,6,7,0,0,0
PT,6,5,3,7,7,1,5,6,2,4,3,3,2,2,25,1,1,1,60,2,1,0,8,9,12,0,1,1
DE,6,2,5,6,6,3,7,2,2,2,4,1,2,2,35,2,6,1,60,1,2,3,12,8,10,0,1,1
CO,1,5,4,5,5,5,3,5,1,4,2,3,2,2,18,1,12,2,70,2,1,3,16,14,32,1,2,4
GR,6,2,7,6,4,5,5,1,5,5,3,2,2,2,35,1,7,1,60,2,2,2,9,2,2,0,0,0
PL,4,4,4,6,7,5,7,5,4,3,1,3,0,2,16,1,7,0,60,2,1,3,13,13,18,0,2,2
US,6,5,7,5,6,3,3,1,3,1,3,2,2,1,21,1,3,2,60,1,1,1,29,16,17,3,3,2
US,6,2,6,2,7,5,7,6,5,1,2,2,2,1,21,1,6,1,60,1,1,2,10,1,17,0,0,2
CA,3,7,6,2,5,6,2,4,3,1,1,3,2,1,15,1,2,2,10,2,1,2,25,21,36,2,4,4
GB,2,6,4,7,2,5,5,5,2,1,2,3,2,1,13,1,2,2,60,2,1,2,19,19,17,2,3,2
CA,1,6,5,4,5,7,2,3,4,3,3,2,3,1,19,1,2,4,60,1,1,2,14,8,28,0,1,4
US,5,5,6,1,7,6,4,2,7,5,1,2,1,1,16,1,6,1,60,2,1,3,5,2,4,0,0,0
GB,3,5,2,7,7,5,6,7,2,1,2,3,2,1,17,1,1,2,60,1,1,3,20,17,29,2,3,4
US,6,7,4,2,6,1,2,7,2,7,2,2,2,1,16,1,2,2,60,2,1,4,26,2,40,3,0,4
US,5,2,5,5,7,5,7,7,5,1,2,3,2,1,33,3,12,1,30,2,1,8,16,3,7,1,0,0
ID,2,1,3,7,5,7,4,6,1,5,2,2,2,2,20,1,10,1,10,2,1,2,17,15,10,1,3,1
US,3,3,3,6,5,5,7,4,1,5,0,3,2,2,22,0,1,1,70,1,1,5,15,9,34,1,1,4
AU,7,4,4,5,7,3,7,5,1,1,2,2,1,1,21,1,1,1,60,1,1,2,26,14,40,3,2,4
GB,7,2,5,7,6,2,6,6,7,3,1,1,2,1,16,1,1,2,60,2,1,3,27,38,21,3,4,3
US,1,7,5,7,3,7,2,5,3,5,4,1,2,1,35,1,1,1,60,1,3,3,37,23,38,4,4,4
GE,3,5,5,6,6,7,4,3,1,1,3,1,1,2,21,1,0,1,70,2,1,1,14,14,21,0,2,3
US,4,6,6,6,6,6,7,1,6,1,2,2,2,1,25,1,7,5,60,1,1,2,34,27,17,4,4,2
DE,5,7,5,3,6,3,5,5,1,2,4,2,1,2,30,1,2,3,60,1,1,3,20,25,28,2,4,4
US,5,3,7,5,3,7,3,4,3,1,1,2,2,1,14,1,5,2,60,2,1,5,17,9,13,1,1,1
CA,3,4,3,2,6,5,6,6,5,2,3,2,2,2,35,2,1,1,60,1,1,2,4,3,6,0,0,0
SE,5,2,3,4,6,6,6,6,2,5,2,1,1,2,25,1,2,1,60,2,1,3,18,22,35,1,4,4
US,6,5,2,7,4,6,5,5,1,4,1,3,2,1,16,2,12,1,60,2,1,2,28,16,20,3,3,2
GB,2,7,7,7,1,1,1,7,1,7,3,2,3,1,46,1,2,4,60,2,1,1,42,42,42,4,4,4
US,5,3,5,4,5,4,5,5,5,6,2,2,2,1,27,1,7,2,60,1,3,1,26,27,21,3,4,3
US,3,5,6,7,1,2,3,6,1,4,3,2,2,1,41,1,7,2,60,2,3,4,24,22,38,2,4,4
HK,1,5,6,6,3,6,5,3,6,6,1,3,2,1,14,1,2,1,10,2,1,2,11,6,6,0,0,0
KR,3,5,4,1,6,3,1,5,2,7,1,2,1,1,16,1,1,1,10,2,1,1,6,8,32,0,1,4
AU,6,6,2,7,7,3,6,5,5,5,1,3,1,1,30,1,7,1,70,2,1,3,31,14,37,3,2,4
GB,1,5,5,7,7,7,1,3,2,1,2,1,2,1,16,2,1,4,60,2,1,2,33,20,35,3,4,4
US,7,3,2,7,7,2,5,7,2,2,2,3,2,1,23,1,12,2,60,1,1,3,27,14,26,3,2,3
ID,7,5,6,3,4,3,7,6,6,4,2,3,1,2,21,1,10,1,10,1,1,3,9,17,9,0,3,0
US,1,4,6,7,1,7,4,4,1,4,1,1,2,1,13,1,2,1,60,2,1,6,42,40,42,4,4,4
US,4,3,4,5,6,4,5,6,2,6,2,2,2,1,20,1,1,1,60,1,1,3,24,16,27,2,3,3
US,6,1,7,1,6,2,7,3,7,3,3,2,2,1,54,1,1,1,60,1,2,4,1,0,0,0,0,0
US,1,5,5,5,5,6,4,5,2,5,3,2,1,1,25,1,2,1,60,2,1,2,17,12,28,1,2,4
NZ,6,5,5,7,6,2,7,6,6,1,2,3,1,1,37,1,1,1,60,2,1,1,35,8,9,4,1,0
SE,2,3,5,2,6,7,1,2,6,5,2,2,1,2,25,1,2,1,50,2,1,2,15,3,25,1,0,3
RO,5,6,5,6,2,4,5,4,3,5,3,3,2,2,25,1,7,1,60,1,1,2,27,22,28,3,4,4
AU,3,1,5,6,7,7,6,6,4,1,1,2,2,1,17,1,1,1,70,2,1,2,9,8,10,0,1,1
AU,5,5,3,2,6,5,3,5,5,3,2,3,2,1,18,1,1,1,70,2,1,4,13,4,22,0,0,3
GB,1,2,3,6,2,7,4,5,2,3,1,3,2,1,14,1,2,3,60,2,1,2,17,29,14,1,4,2
US,7,4,5,6,7,4,5,4,4,2,2,2,2,1,18,1,4,1,30,2,1,2,21,15,3,2,3,0
US,2,6,7,5,1,6,6,5,2,3,2,2,1,1,17,1,2,2,60,2,1,3,32,23,19,3,4,2
NONE,1,6,4,6,3,7,3,4,4,2,2,1,2,1,21,1,1,1,70,1,1,3,29,15,34,3,3,4
SE,5,5,5,5,7,5,7,5,3,1,3,3,1,2,53,1,2,2,60,1,3,2,8,7,31,0,0,4
FI,1,3,2,7,3,7,2,3,6,6,2,2,1,2,19,1,2,1,60,1,1,2,9,6,27,0,0,3
US,1,5,6,7,1,7,4,3,6,3,2,1,2,1,21,1,12,4,30,1,1,3,36,25,23,4,4,3
PH,2,2,7,5,7,7,7,5,7,1,3,1,2,2,22,1,4,4,10,1,1,5,15,15,28,1,3,4
US,7,6,6,3,6,3,2,3,7,3,4,3,1,2,26,1,2,1,60,1,1,1,5,2,10,0,0,1
NZ,3,5,4,5,6,5,3,5,2,2,3,3,2,2,32,1,1,1,60,2,1,1,12,6,16,0,0,2
US,2,4,7,5,4,5,6,3,2,5,2,2,2,1,18,1,1,2,60,2,1,3,39,25,42,4,4,4
ZA,3,5,5,5,5,5,3,5,3,3,3,2,2,2,33,1,2,1,60,2,2,3,19,10,20,2,2,2
US,6,7,1,6,5,1,5,6,2,5,1,3,2,1,40,1,12,2,60,2,3,5,23,17,9,2,3,0
US,1,2,3,6,7,7,5,7,2,2,2,2,1,1,22,2,4,2,60,2,1,4,17,6,30,1,0,4
ID,5,2,6,5,5,3,7,3,3,1,2,3,2,2,20,1,10,3,10,1,1,2,15,13,6,1,2,0
ID,4,5,4,2,5,5,4,3,5,4,3,3,2,2,24,1,10,1,10,1,1,2,9,3,3,0,0,0
NL,4,5,5,5,7,3,2,2,3,1,0,2,1,1,36,3,1,1,60,1,3,1,3,1,2,0,0,0
KR,3,5,3,5,3,5,4,5,4,4,1,3,2,1,16,1,6,4,10,2,1,2,17,20,30,1,4,4
PT,2,7,6,7,6,4,3,3,1,3,1,2,2,2,16,1,2,2,60,2,1,2,33,32,36,3,4,4
AU,6,6,6,6,5,1,3,4,1,1,2,2,2,1,14,1,6,2,60,2,1,3,15,12,11,1,2,1
US,5,5,3,5,4,4,4,6,3,3,2,3,2,1,47,2,7,1,60,1,2,3,4,5,13,0,0,1
US,7,4,7,4,7,1,7,1,7,1,2,1,2,1,45,1,4,1,60,2,2,5,9,1,5,0,0,0
US,6,5,5,5,6,6,6,0,6,5,3,2,1,2,41,1,8,1,10,1,2,3,12,3,12,0,0,1
IT,1,7,5,7,7,5,1,3,7,5,1,2,2,2,15,1,4,1,60,2,1,2,21,28,20,2,4,2
NL,2,2,4,6,6,6,2,5,2,6,2,3,2,2,21,1,4,5,60,2,1,3,14,17,40,0,3,4
DK,6,3,2,6,4,2,7,2,1,2,1,3,2,2,18,1,1,2,60,2,1,1,19,17,32,2,3,4
ID,7,5,1,5,7,1,6,5,1,1,1,2,2,2,15,1,8,3,10,2,1,2,20,7,5,2,0,0
US,1,7,7,7,1,6,6,1,1,6,2,1,2,1,43,1,7,1,60,1,3,2,35,17,26,4,3,3
JM,6,6,7,4,6,4,6,3,3,4,2,2,1,1,59,1,6,1,60,1,2,4,34,8,37,4,1,4
US,3,7,6,6,5,5,3,3,3,5,3,1,2,1,55,1,7,1,60,1,1,13,26,2,16,3,0,2
ES,7,4,7,3,6,4,6,6,5,3,2,3,1,2,16,2,2,1,60,2,1,1,7,6,4,0,0,0
IN,6,2,7,5,6,4,5,3,5,1,4,3,2,1,52,1,6,1,10,1,2,2,13,6,2,0,0,0
CA,2,4,5,6,3,7,6,4,5,3,2,3,2,2,16,1,4,1,60,2,1,2,27,29,20,3,4,2
GB,2,3,5,3,6,5,6,2,2,1,2,3,1,1,46,2,2,1,60,1,1,2,19,2,28,2,0,4
US,6,2,6,7,4,6,5,5,4,3,1,3,2,1,13,1,2,2,60,2,1,1,24,19,11,2,3,1
US,7,5,6,1,6,4,6,4,6,3,3,3,2,1,58,1,4,0,60,1,2,2,2,0,1,0,0,0
US,5,2,3,7,7,5,7,5,1,1,1,2,2,1,15,2,2,2,60,2,1,2,39,39,23,4,4,3
US,2,5,3,1,5,7,4,4,4,5,2,2,1,1,28,1,7,1,60,2,1,4,11,14,33,0,2,4
GB,1,7,5,7,3,7,5,6,4,3,1,3,2,1,15,1,2,2,60,2,1,3,16,8,22,1,1,3
US,1,3,5,6,3,6,6,6,4,2,3,2,2,1,19,1,7,1,50,2,1,3,29,10,22,3,2,3
FR,2,5,4,3,6,6,3,4,4,6,3,3,1,2,24,1,2,1,60,1,1,2,3,1,28,0,0,4
LB,3,5,6,7,4,2,5,5,3,4,1,3,1,2,15,1,10,5,20,2,1,3,39,23,42,4,4,4
JM,1,7,7,6,5,5,7,1,1,1,3,1,2,1,26,1,7,1,30,1,2,4,39,21,42,4,4,4
US,4,5,2,4,4,6,5,6,4,2,1,2,1,1,15,1,2,2,50,2,1,3,20,5,7,2,0,0
US,5,6,7,6,7,6,2,5,3,3,2,2,1,1,19,1,6,1,60,2,1,3,15,14,32,1,2,4
US,5,1,7,5,6,7,7,7,4,2,2,2,1,1,20,1,1,1,60,2,1,2,11,11,13,0,2,1
IN,5,4,5,5,7,5,6,5,5,2,4,1,1,1,29,1,8,1,10,2,1,2,6,2,12,0,0,1
AU,5,5,5,5,6,3,6,3,3,2,3,2,2,1,23,1,1,1,60,2,1,2,20,12,8,2,2,0
US,1,7,2,5,4,7,3,7,3,3,2,2,1,1,21,1,6,1,60,1,1,0,36,16,30,4,3,4
